Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Maryland,"Healthcare setting, dead on arrival",,57,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Maryland,Decedent's home,501,16703,356,100,,759,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Maryland,Hospice facility,368,5146,619,223,,765,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Maryland,Nursing home/long term care facility,609,6546,353,130,,833,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Maryland,Other,212,5309,129,43,0,298,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Maryland,Place of death unknown,0,0,0,0,0,0,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,Total - All Places of Death,10196,68864,7585,3782,213,14203,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,"Healthcare setting, inpatient",5200,21831,5288,2816,153,7822,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,"Healthcare setting, outpatient or emergency room",244,4569,210,60,10,401,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,"Healthcare setting, dead on arrival",10,549,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,Decedent's home,334,19461,422,74,19,700,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,Hospice facility,48,3032,168,29,12,199,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,Nursing home/long term care facility,4044,15242,1374,763,18,4671,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,Other,316,4180,119,39,,397,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Massachusetts,Place of death unknown,0,0,0,0,0,0,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,Total - All Places of Death,5096,60882,5406,2607,17,7909,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,"Healthcare setting, inpatient",3676,20259,4224,2272,14,5639,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,"Healthcare setting, outpatient or emergency room",180,4176,123,37,,268,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,"Healthcare setting, dead on arrival",,599,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,Decedent's home,385,19083,390,108,,668,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,Hospice facility,72,2971,138,27,0,183,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,Nursing home/long term care facility,653,10070,451,135,0,969,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,Other,121,3723,77,27,0,171,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Massachusetts,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,Total - All Places of Death,12289,115319,11564,6062,284,18061,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,"Healthcare setting, inpatient",8429,34376,8967,5174,212,12423,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,"Healthcare setting, outpatient or emergency room",442,6565,453,174,14,735,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,"Healthcare setting, dead on arrival",,149,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,Decedent's home,823,43015,804,217,21,1431,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,Hospice facility,380,8746,278,74,,587,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,Nursing home/long term care facility,2110,18522,958,378,30,2717,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,Other,100,3936,102,44,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Michigan,Place of death unknown,0,10,0,0,0,0,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,Total - All Places of Death,13028,108861,11727,7330,18,17438,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,"Healthcare setting, inpatient",9399,34373,9547,6397,13,12557,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,"Healthcare setting, outpatient or emergency room",569,6768,498,236,0,831,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,"Healthcare setting, dead on arrival",,235,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,Decedent's home,1542,41272,849,396,,1997,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,Hospice facility,302,7790,187,55,0,434,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,Nursing home/long term care facility,1070,14579,548,195,,1426,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,Other,140,3830,95,51,0,184,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Michigan,Place of death unknown,,14,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Total - All Places of Death,5834,52186,4558,1967,154,8574,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,"Healthcare setting, inpatient",2400,12627,2664,1321,97,3837,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,"Healthcare setting, outpatient or emergency room",95,1832,92,32,,156,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,"Healthcare setting, dead on arrival",,50,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Decedent's home,485,17077,526,104,18,925,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Hospice facility,28,1612,76,10,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Nursing home/long term care facility,2734,16282,1122,483,32,3403,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Other,88,2655,76,16,,150,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Place of death unknown,,51,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,Total - All Places of Death,4632,48262,4129,2038,,6727,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,"Healthcare setting, inpatient",2825,13292,2797,1616,,4009,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,"Healthcare setting, outpatient or emergency room",106,1720,78,29,0,155,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,"Healthcare setting, dead on arrival",,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,Decedent's home,592,16336,519,183,,929,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,Hospice facility,31,1384,66,12,0,85,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,Nursing home/long term care facility,1002,12939,616,181,0,1437,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,Other,72,2500,52,17,0,107,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Minnesota,Place of death unknown,0,44,0,0,0,0,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Total - All Places of Death,5154,39309,5075,2701,71,7591,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,"Healthcare setting, inpatient",3722,13223,4103,2341,51,5528,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,"Healthcare setting, outpatient or emergency room",264,3454,215,87,,400,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,"Healthcare setting, dead on arrival",,78,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Decedent's home,338,13150,256,68,,535,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Hospice facility,38,1713,133,24,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Nursing home/long term care facility,761,5255,348,176,,934,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Other,28,2436,18,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Place of death unknown,0,0,0,0,0,0,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,Total - All Places of Death,5730,38201,5228,3170,31,7811,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,"Healthcare setting, inpatient",4150,13204,4287,2737,22,5715,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,"Healthcare setting, outpatient or emergency room",337,3281,217,105,,450,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,"Healthcare setting, dead on arrival",,79,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,Decedent's home,599,13152,313,127,,787,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,Hospice facility,110,1122,115,66,,160,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,Nursing home/long term care facility,450,4596,249,116,,585,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,Other,76,2765,45,18,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Mississippi,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,Total - All Places of Death,8059,76268,6812,3423,214,11656,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,"Healthcare setting, inpatient",4847,22757,5003,2722,146,7269,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,"Healthcare setting, outpatient or emergency room",210,4316,177,60,11,338,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,"Healthcare setting, dead on arrival",0,60,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,Decedent's home,434,25318,492,129,19,816,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,Hospice facility,59,2777,119,26,12,164,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,Nursing home/long term care facility,2453,17268,975,469,20,2978,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,Other,56,3772,46,17,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Missouri,Place of death unknown,0,0,0,0,0,0,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,Total - All Places of Death,8172,71253,7304,4401,14,11081,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,"Healthcare setting, inpatient",6008,23121,5785,3765,,8033,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,"Healthcare setting, outpatient or emergency room",228,3775,187,84,0,331,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,"Healthcare setting, dead on arrival",,31,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,Decedent's home,758,24215,537,231,,1065,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,Hospice facility,137,2959,184,76,0,245,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,Nursing home/long term care facility,960,13719,550,217,,1293,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,Other,79,3433,60,27,0,112,
12/29/2021,01/01/2021,12/25/2021,By Year,2021,,Missouri,Place of death unknown,0,0,0,0,0,0,
12/29/2021,01/01/2020,12/31/2020,By Year,2020,,Montana,Total - All Places of Death,1269,12008,1080,604,37,1782,
